ort;kanton;name;baujahr;konfession;bautypus;architekt;infolink;id
Beinwil am See;AG;St. Martin;1963 - 1964;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/839_ag_beinwil_am_see_st_martin/index_ger.html;839
Lenzburg;AG;Herz Jesu;1993 - 1994;Römisch-katholisch;Gemeindezentrum;"Gerster, Alban; Snozzi, Luigi; Jenni, Bruno; et al.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/840_ag_lenzburg_herz_jesu/index_ger.html;840
Möriken-Wildegg;AG;Reformierte Kirche;1949 - 1950;Evangelisch-reformiert;Kirche;Loepfe, Hans;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/842_ag_moeriken_wildegg_reformierte_kirche/index_ger.html;842
Möriken-Wildegg;AG;St. Antonius;1969;Römisch-katholisch;Kirche;Dahinden, Justus;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/843_ag_moeriken_wildegg_st_antonius/index_ger.html;843
Schinznach Dorf;AG;St. Franziskus;1993 - 1994;Römisch-katholisch;Gemeindezentrum;"Graf, Andreas; Rüegg, Antti";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/844_ag_schinznach_dorf_st_franziskus/index_ger.html;844
Windisch;AG;St. Marien;1963 - 1965;Römisch-katholisch;Gemeindezentrum;"Lanners, Ruth; Lanners, Edi";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/845_ag_windisch_st_marien/index_ger.html;845
Muri AG;AG;Reformierte Kirche;1954 - 1955;Evangelisch-reformiert;Kirche;"Dubach, Hans; Gloor, Walter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/846_ag_muri_ag_reformierte_kirche/index_ger.html;846
Künten;AG;Heilig Kreuz;1964 - 1965;Römisch-katholisch;Gemeindezentrum;Moser, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/847_ag_kuenten_heilig_kreuz/index_ger.html;847
Widen;AG;Reformiertes Kirchenzentrum Mutschellen;1966 - 1968;Evangelisch-reformiert;Gemeindezentrum;Huber, Benedikt;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/848_ag_widen_reformiertes_kirchenzentrum_mutschellen/index_ger.html;848
Rudolfstetten-Friedlisberg;AG;Christkönig;1962 - 1964;Römisch-katholisch;Kirche;"Baur, Hermann; Baur, Hanspeter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/849_ag_rudolfstetten_friedlisberg_christkoenig/index_ger.html;849
Bergdietikon;AG;Reformierte Kirche;1960;Evangelisch-reformiert;Kirche;Zschokke + Riklin;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/850_ag_bergdietikon_reformierte_kirche/index_ger.html;850
Bellikon;AG;St. Josef;1976 - 1977;Römisch-katholisch;Gemeindezentrum;Egli, Willi;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/851_ag_bellikon_st_josef/index_ger.html;851
Niederrohrdorf;AG;Guthirt;1970 - 1972;Römisch-katholisch;Gemeindezentrum;"Naef, Joachim; Studer, Ernst; Studer, Gottlieb";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/852_ag_niederrohrdorf_guthirt/index_ger.html;852
Killwangen;AG;Bruder Klaus;1951 - 1952;Römisch-katholisch;Kirche;Moser, Alois;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/854_ag_killwangen_bruder_klaus/index_ger.html;854
Obersiggenthal;AG;Liebfrauen;1966 - 1967;Römisch-katholisch;Kirche;"Brantschen, Ernest; Weisser, Alfons";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/855_ag_obersiggenthal_liebfrauen/index_ger.html;855
Untersiggenthal;AG;Herz Jesu;1952 - 1953;Römisch-katholisch;Kirche;Moser, Alois;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/856_ag_untersiggenthal_herz_jesu/index_ger.html;856
Turgi;AG;Christkönig;1957 - 1959;Römisch-katholisch;Kirche;"Pfammatter, Ferdinand; Rieger, Walter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/857_ag_turgi_christkoenig/index_ger.html;857
Kleindöttingen (Böttstein);AG;St. Antonius von Padua;1968 - 1970;Römisch-katholisch;Gemeindezentrum;Dahinden, Justus;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/858_ag_kleindoettingen_boettstein_st_antonius_von_padua/index_ger.html;858
Döttingen;AG;St. Johannes Evangelist;1960 - 1961;Römisch-katholisch;Kirche;"Baur, Hermann; Baur, Hanspeter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/859_ag_doettingen_st_johannes_evangelist/index_ger.html;859
Koblenz;AG;St. Verena;1958 - 1959;Römisch-katholisch;Kirche;Sperisen, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/860_ag_koblenz_st_verena/index_ger.html;860
Siglistorf;AG;St. Fridolin;1969 - 1970;Römisch-katholisch;Kapelle;Pfammatter, Ferdinand;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/861_ag_siglistorf_st_fridolin/index_ger.html;861
Gipf-Oberfrick;AG;St. Wendelin;1964 - 1969;Römisch-katholisch;Gemeindezentrum;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/862_ag_gipf_oberfrick_st_wendelin/index_ger.html;862
Zeihen;AG;St. Karl Borromäus;1965 - 1966;Römisch-katholisch;Gemeindezentrum;Moser, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/863_ag_zeihen_st_karl_borromaeus/index_ger.html;863
Stein AG;AG;Bruder Klaus;1973 - 1974;Römisch-katholisch;Gemeindezentrum;Moser, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/864_ag_stein_ag_bruder_klaus/index_ger.html;864
Obermumpf;AG;St. Peter und Paul;1960 - 1962;Römisch-katholisch;Kirche;Moser, Alois;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/865_ag_obermumpf_st_peter_und_paul/index_ger.html;865
Rheinfelden;AG;St. Josef;1949 - 1950;Römisch-katholisch;Kirche;Moser, Alois;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/866_ag_rheinfelden_st_josef/index_ger.html;866
Magden;AG;St. Maria;1964 - 1969;Römisch-katholisch;Kirche;Cron, Leo;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/867_ag_magden_st_maria/index_ger.html;867
Fislisbach;AG;Reformiertes Kirchgemeindezentrum;1995 - 1997;Evangelisch-reformiert;Gemeindezentrum;Gassner + Rossini;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/868_ag_fislisbach_reformiertes_kirchgemeindezentrum/index_ger.html;868
Kallern;AG;Muttergotteskapelle Oberniesenberg;1961 - 1962;Römisch-katholisch;Kapelle;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/870_ag_kallern_muttergotteskapelle_oberniesenberg/index_ger.html;870
Nesselnbach (Niederwil);AG;Heilig Kreuz-Kapelle;1958;Römisch-katholisch;Kapelle;Gübelin, Hans U.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/871_ag_nesselnbach_niederwil_heilig_kreuz_kapelle/index_ger.html;871
Eggerstanden;AI;St. Josef;1972 - 1973;Römisch-katholisch;Kirche;Filippi, Ferdinand;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/872_ai_eggerstanden_st_josef/index_ger.html;872
Waldstatt;AR;Erlöserkirche;1973;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/873_ar_waldstatt_erloeserkirche/index_ger.html;873
Teufen;AR;Johanneskirche;1975 - 1976;Römisch-katholisch;Gemeindezentrum;Weisser, Alfons;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/874_ar_teufen_johanneskirche/index_ger.html;874
Bühler;AR;Bruder Klaus;1966 - 1967;Römisch-katholisch;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/875_ar_buehler_bruder_klaus/index_ger.html;875
Heiden;AR;Liebfrauen;1961 - 1963;Römisch-katholisch;Kirche;Moser, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/876_ar_heiden_liebfrauen/index_ger.html;876
Wienacht-Tobel (Heiden);AR;Kapelle Hl. Bruder Klaus;1962 - 1963;Römisch-katholisch;Kapelle;Niess, Theodor;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/877_ar_wienacht_tobel_heiden_kapelle_hl_bruder_klaus/index_ger.html;877
Speicher;AR;Pfarreizentrum Paulus;1973 - 1974;Römisch-katholisch;Gemeindezentrum;"Müller, Oskar; Facincani, Mario";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/878_ar_speicher_pfarreizentrum_paulus/index_ger.html;878
Therwil;BL;Reformierte Kirche;1966;Evangelisch-reformiert;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/879_bl_therwil_reformierte_kirche/index_ger.html;879
Ettingen;BL;Reformiertes Kirchenzentrum (Rekizet);1990;Evangelisch-reformiert;Gemeindezentrum;Olshausen, Robert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/880_bl_ettingen_reformiertes_kirchenzentrum_rekizet/index_ger.html;880
Binningen;BL;Paradieskirche;1966 / 2006;Evangelisch-reformiert;Gemeindezentrum;Müller, Hanspeter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/881_bl_binningen_paradieskirche/index_ger.html;881
Burgdorf;BE;Kirchliches Zentrum Neumatt;1961 - 1962;Evangelisch-reformiert;Gemeindezentrum;Müller, Hans Christian;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/882_be_burgdorf_kirchliches_zentrum_neumatt/index_ger.html;882
Landiswil;BE;Reformierte Kirche;1952;Evangelisch-reformiert;Kirche;"Dubach, Hans; Gloor, Walter";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/883_be_landiswil_reformierte_kirche/index_ger.html;883
Konolfingen;BE;Auferstehungskirche;1966 - 1967;Römisch-katholisch;Kirche;Keckeis, Adrian;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/884_be_konolfingen_auferstehungskirche/index_ger.html;884
Herzogenbuchsee;BE;Herz Jesu;1953 - 1954;Römisch-katholisch;Kirche;Broggi, Salvatore;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/886_be_herzogenbuchsee_herz_jesu/index_ger.html;886
Wangen an der Aare;BE;St. Christophorus;1961 - 1962;Römisch-katholisch;Kirche;Moser, Walter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/887_be_wangen_an_der_aare_st_christophorus/index_ger.html;887
Langenthal;BE;St. Maria;1953 - 1954;Römisch-katholisch;Kirche;Moser, Alois;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/889_be_langenthal_st_maria/index_ger.html;889
Roggwil;BE;Bruder Klaus;1973;Römisch-katholisch;Kirche;Negri, Josef;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/890_be_roggwil_bruder_klaus/index_ger.html;890
Ins;BE;St. Maria;1963 - 1964;Römisch-katholisch;Kirche;Goetschi, Hugo;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/891_be_ins_st_maria/index_ger.html;891
Täuffelen;BE;St. Peter und Paul;1971 - 1972;Römisch-katholisch;Kirche;Goetschi, Hugo;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/892_be_taeuffelen_st_peter_und_paul/index_ger.html;892
Biel;BE;Zwinglikirche;1963 - 1966;Evangelisch-reformiert;Gemeindezentrum;Frey, Egger + Peterhans;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/893_be_biel_zwinglikirche/index_ger.html;893
Port BE;BE;Matthäus-Kirchenzentrum;1980 - 1982;Evangelisch-reformiert;Gemeindezentrum;Andry & Habermann;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/895_be_port_be_matthaeus_kirchenzentrum/index_ger.html;895
Lengnau BE;BE;Auferstehungskirche;1975;Römisch-katholisch;Gemeindezentrum;Füeg, Franz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0800/896_be_lengnau_be_auferstehungskirche/index_ger.html;896
Sornetan (Petit-Val);BE;Centre protestant;1970 - 1971;Evangelisch-reformiert;Bildungshaus;Leuzinger, Claude;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/901_be_sornetan_petit_val_centre_protestant/index_ger.html;901
Krauchthal;BE;Kapelle;1954;Römisch-katholisch;Kapelle;Hofstetter, E.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/902_be_krauchthal_kapelle/index_ger.html;902
Köniz;BE;St. Josef;1987 - 1991;Römisch-katholisch;Kirche;"Jörg, Hansueli; Sturm, Martin";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/905_be_koeniz_st_josef/index_ger.html;905
Liebefeld (Köniz);BE;Thomaskirche;1966   1967;Evangelisch-reformiert;Kirche;Meister, Franz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/906_be_liebefeld_koeniz_thomaskirche/index_ger.html;906
Spiegel BE (Köniz);BE;Stephanuskirche;1958;Evangelisch-reformiert;Gemeindezentrum;Moser, Olivier;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/907_be_spiegel_be_koeniz_stephanuskirche/index_ger.html;907
Wabern (Köniz);BE;St. Michael;1958 - 1959;Römisch-katholisch;Kirche;Anselm, Alois;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/908_be_wabern_koeniz_st_michael/index_ger.html;908
Niederschönegg (Burgistein);BE;Reformierte Kirche Burgistein;1959;Evangelisch-reformiert;Kirche;;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/910_be_niederschoenegg_burgistein_reformierte_kirche_burgistein/index_ger.html;910
Belp;BE;Heiliggeist;1967 - 1968;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/911_be_belp_heiliggeist/index_ger.html;911
Gümligen (Muri bei Bern);BE;Reformierte Kirche;1954;Evangelisch-reformiert;Kirche;Böhm, Max;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/912_be_guemligen_muri_bei_bern_reformierte_kirche/index_ger.html;912
Zäziwil;BE;Reformierte Kirche;1964;Evangelisch-reformiert;Kirche;Küenzi, Werner;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/914_be_zaeziwil_reformierte_kirche/index_ger.html;914
Zollikofen;BE;St. Franziskus;1958 - 1959;Römisch-katholisch;Kirche;Thormann & Nussli;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/915_be_zollikofen_st_franziskus/index_ger.html;915
Zollikofen;BE;Mormonentempel;1955;Mormonen;Kirche;"Anderson, Edward O. (Entwurf); Zimmer, Willi";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/916_be_zollikofen_mormonentempel/index_ger.html;916
Urtenen-Schönbühl;BE;Kirche Urtenen-Schönbühl;1966 - 1968;Evangelisch-reformiert;Kirche;Rausser, Edwin;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/917_be_urtenen_schoenbuehl_kirche_urtenen_schoenbuehl/index_ger.html;917
Urtenen-Schönbühl;BE;Aufbahrungshalle;1969;Friedhof;Friedhof;Wartmann, Kurt;;918
Lyss;BE;St. Maria;1958 - 1959;Römisch-katholisch;Kirche;Bernasconi;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/919_be_lyss_st_maria/index_ger.html;919
Lyss;BE;Abdankungshalle;1977;Friedhof;Kapelle;Frank, Robert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/920_be_lyss_abdankungshalle/index_ger.html;920
Thun;BE;St. Martin;1969 - 1971;Römisch-katholisch;Gemeindezentrum;"Naef, Joachim; Studer, Ernst; Studer, Gottlieb";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/921_be_thun_st_martin/index_ger.html;921
Thun;BE;Reformierte Kirche Schönau;1957 - 1958;Evangelisch-reformiert;Kirche;Hans, Otto;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/922_be_thun_reformierte_kirche_schoenau/index_ger.html;922
Thun;BE;Reformierte Kirche Gwatt;1955 - 1956;Evangelisch-reformiert;Kirche;Wenger, Franz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/924_be_thun_reformierte_kirche_gwatt/index_ger.html;924
Thun;BE;Reformierte Kirche;1992;Evangelisch-reformiert;Kirche;"Schenk, Silvia; Schenk, Heinz";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/925_be_thun_reformierte_kirche/index_ger.html;925
Fahrni;BE;Reformierte Kirche;1950;Evangelisch-reformiert;Kirche;Fankhauser Architektur AG;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/927_be_fahrni_reformierte_kirche/index_ger.html;927
Uetendorf;BE;Reformierte Kirche;1954;Evangelisch-reformiert;Kirche;Schweizer, Edgar;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/928_be_uetendorf_reformierte_kirche/index_ger.html;928
Hilterfingen (Hünibach);BE;Reformierte Kirche;1955 - 1956;Evangelisch-reformiert;Kirche;Müller-Wipf, Karl;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/929_be_hilterfingen_huenibach_reformierte_kirche/index_ger.html;929
Spiez;BE;Bruder Klaus;1973 - 1974;Römisch-katholisch;Gemeindezentrum;Dahinden, Justus;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/930_be_spiez_bruder_klaus/index_ger.html;930
Faulensee (Spiez);BE;Reformierte Kirche;1961 - 1963;Evangelisch-reformiert;Kirche;Dubach, Hans;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/931_be_faulensee_spiez_reformierte_kirche/index_ger.html;931
Lenk im Simmental;BE;Reformierte Kirche;1949 - 1950;Evangelisch-reformiert;Kirche;Müller-Wipf, Karl;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/932_be_lenk_im_simmental_reformierte_kirche/index_ger.html;932
Kandersteg;BE;Internationales Pfadfinderzentrum, Feldkapelle;1953;Römisch-katholisch;Kapelle;Peterhans, Werner;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/933_be_kandersteg_internationales_pfadfinderzentrum_feldkapelle/index_ger.html;933
Bönigen;BE;Reformierte Kirche;1957;Evangelisch-reformiert;Kirche;Indermühle, Peter;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/934_be_boenigen_reformierte_kirche/index_ger.html;934
Beatenberg;BE;Beatuskirche;1969;Römisch-katholisch;Kirche;Lothenbach, Lenz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/935_be_beatenberg_beatuskirche/index_ger.html;935
Grindelwald;BE;Bruder Klaus;1950 - 1951;Römisch-katholisch;Kirche;Brütsch, Hanns A.;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/936_be_grindelwald_bruder_klaus/index_ger.html;936
Lauterbrunnen (Wengen);BE;Reformierte Kirche;1953;Evangelisch-reformiert;Kirche;Indermühle, Ernst;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/937_be_lauterbrunnen_wengen_reformierte_kirche/index_ger.html;937
Oberried am Brienzersee;BE;Reformierte Kirche;1967 - 1968;Evangelisch-reformiert;Kirche;"Wüthrich, Arthur; Zysset, W.";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/938_be_oberried_am_brienzersee_reformierte_kirche/index_ger.html;938
Riehen;BS;St. Franziskus;1944 - 1950;Römisch-katholisch;Gemeindezentrum;Metzger, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/939_bs_riehen_st_franziskus/index_ger.html;939
Riehen;BS;Kornfeldkirche;1961 - 1964;Evangelisch-reformiert;Gemeindezentrum;Moser, Werner Max;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/940_bs_riehen_kornfeldkirche/index_ger.html;940
Liestal;BL;Bruder Klaus;1960 - 1961;Römisch-katholisch;Kirche;Metzger, Fritz;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/942_bl_liestal_bruder_klaus/index_ger.html;942
Bubendorf;BL;Reformierte Kirche;1973 - 1975;Evangelisch-reformiert;Kirche;Huber, Benedikt;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/943_bl_bubendorf_reformierte_kirche/index_ger.html;943
Oberdorf;BL;Bruder Klaus;1973;Römisch-katholisch;Kirche;Meury, Albert;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/944_bl_oberdorf_bruder_klaus/index_ger.html;944
Reinach BL;BL;Reformierte Kirche;1961 - 1963;Evangelisch-reformiert;Kirche;Gisel, Ernst;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/945_bl_reinach_bl_reformierte_kirche/index_ger.html;945
Muttenz;BL;St. Johannes M. Vianney;1963 - 1965;Römisch-katholisch;Gemeindezentrum;Schnetz, Max;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/946_bl_muttenz_st_johannes_m_vianney/index_ger.html;946
Birsfelden;BL;Bruder Klaus;1955 - 1958;Römisch-katholisch;Kirche;Baur, Hermann;https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/947_bl_birsfelden_bruder_klaus/index_ger.html;947
Bottmingen;BL;Reformierte Kirche;1957 - 1958;Evangelisch-reformiert;Kirche;"Wurster, Walter; Huggel, Hans Ulrich";https://www.schweizerkirchenbautag.unibe.ch/moderner_zwnjkirchenbau/fichen/f0900/948_bl_bottmingen_reformierte_kirche/index_ger.html;948
